"Pseudotime","Group"
0.358072026888728,"CM"
0.290776251359353,"AM"
0.629153866684497,"AM"
0.25314566574438,"CM"
0.28490950837687,"AM"
0.230325284985267,"AM"
0.297522514588655,"AM"
0.260268003725044,"AM"
0.316016048035746,"CM"
0.322091118214682,"AM"
0.248941133377672,"AM"
0.323125491262272,"AM"
0.271735598529745,"CM"
0.866546330267158,"AM"
0.184605542833612,"CM"
0.297364942746491,"CM"
0.245078890395968,"CM"
0.340606981092678,"AM"
0.272382932271285,"AM"
0.285398090210324,"AM"
0.265708788799993,"AM"
0.291500806662908,"CM"
0.260386505133943,"AM"
0.343044523376602,"AM"
0.304906613629716,"CM"
0.302053939358995,"AM"
0.403161099412003,"AM"
0.257942860263646,"AM"
0.285351974248882,"AM"
0.227705256776061,"AM"
0.322943558963462,"AM"
0.331323493032756,"AM"
0.345802373499943,"AM"
0.709286796187487,"CM"
0.328835656728283,"AM"
0.342940466931263,"AM"
0.246609796890908,"AM"
0.287822715151117,"AM"
0.241295602749402,"CM"
0.332260299144645,"AM"
0.216331234314461,"AM"
0.286825150790349,"CM"
0.502839807335543,"CM"
0.309204190516415,"AM"
0.25879294588214,"AM"
2.20474975616569,"AM"
0.30953986927891,"AM"
2.95557624562104,"AM"
0.748850077215294,"AM"
0.551275575429742,"AM"
0.514779250226728,"AM"
0.312918356890562,"AM"
0.328277265410565,"CM"
0.306409673905704,"AM"
0.311383831482569,"AM"
0.306376509716656,"CM"
0.263343783865999,"AM"
0.286789381495935,"CM"
0.399035695913496,"AM"
0.245558922686905,"AM"
0.232203948755894,"AM"
0.285632925344344,"AM"
0.298843570037708,"AM"
0.263572596651939,"CM"
0.26592904042513,"AM"
0.326973870174688,"AM"
0.270356440409447,"CM"
0.288004263127679,"AM"
0.31969998552899,"AM"
0.283356497918666,"CM"
0.2880459029759,"CM"
0.480698072190825,"CM"
0.242500657521369,"AM"
0.58462937645699,"CM"
0.359124251758313,"AM"
0.348731860952103,"AM"
0.293510782797563,"CM"
0.273286297756151,"AM"
0.27357906335813,"AM"
0.276547729002489,"AM"
0.553395030626391,"AM"
2.89061775172955,"AM"
0.271317408239151,"CM"
0.295773482188162,"AM"
0.267666784458175,"CM"
0.90298340993299,"AM"
0.299431295025628,"AM"
0.202674753107247,"CM"
0.447940828283458,"AM"
0.243484423233542,"CM"
0.866484027062306,"AM"
0.20360159052634,"CM"
0.340181008382652,"CM"
0.327867490738297,"AM"
0.258089118225676,"AM"
1.14713348781773,"CM"
0.16700782612062,"AM"
0.268413973135822,"AM"
0.226909902028663,"AM"
