"group","Signature","Score","p","p_adj"
"CM","Exhausted",-0.155511827125973,2.24076000414201e-06,"2.24e-06"
"CM","Cytotoxicity",-0.258424705129914,5.22838294834446e-197,"1.05e-196"
"CM","Co-stimulatory",-0.195481183337306,9.98155367909283e-118,"1.33e-117"
"CM","Resident",-0.205029839385551,9.86706930318095e-295,"3.95e-294"
"CM","Exhausted",-0.218709875271447,2.24076000414201e-06,"2.24e-06"
"CM","Cytotoxicity",-0.314507747854924,5.22838294834446e-197,"1.05e-196"
"CM","Co-stimulatory",-0.242367820895593,9.98155367909283e-118,"1.33e-117"
"CM","Resident",-0.317858058756809,9.86706930318095e-295,"3.95e-294"
"CM","Exhausted",-0.225134507383861,2.24076000414201e-06,"2.24e-06"
"CM","Cytotoxicity",-0.337096083858349,5.22838294834446e-197,"1.05e-196"
"CM","Co-stimulatory",-0.225876285556498,9.98155367909283e-118,"1.33e-117"
"CM","Resident",0.366568614942448,9.86706930318095e-295,"3.95e-294"
"CM","Exhausted",0.768952928139672,2.24076000414201e-06,"2.24e-06"
"CM","Cytotoxicity",-0.371074760648112,5.22838294834446e-197,"1.05e-196"
"CM","Co-stimulatory",0.199665342110859,9.98155367909283e-118,"1.33e-117"
"CM","Resident",-0.320764055793242,9.86706930318095e-295,"3.95e-294"
"CM","Exhausted",-0.280873933495777,2.24076000414201e-06,"2.24e-06"
