"group","Signature","Score","p","p_adj"
"AM","Exhausted",-0.173247993590066,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.254327046419267,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.345571267516762,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.244388085405449,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.149184771375743,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.301012267989025,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.299724471817969,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.247536338199535,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.157904848292439,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.308364207614503,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.203298912772323,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.248489924580662,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.168058820818115,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.36455229533597,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.201506699303411,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.250663307335799,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.176183883081875,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.314555604976521,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.351920301118,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.226518754908559,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.194716162924514,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.375436830835116,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.212646298472496,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.341222895276884,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.167652633028117,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.262720945682733,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.730091060406278,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.26099439192855,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.195985360819208,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.369716509718509,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.279236706704563,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.392570843733063,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.139733987834339,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.247710546610294,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.212114886814908,9.98155367909283e-118,"1.33e-117"
"AM","Resident",1.09492639740807,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.23138809275558,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.366570914298396,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.210625079697798,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.286425235286951,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.154406836332688,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.364526171280184,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.144014341451674,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.238778498008422,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.192804019670343,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.280870112549292,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.183295117740861,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.376350373889629,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.228714031768855,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.0931313929884228,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.577607110096886,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.315301516341612,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.135180285084861,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.321610395124491,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.191924308604469,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.277787797670093,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.196379093724549,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.303990638976163,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.236484646627196,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.258769915760464,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.166753752281497,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.375034544852902,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.218157673298891,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.34097693446908,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.21401571923964,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.338461204677973,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.207051694057337,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.251979404276722,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.290427708177515,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.416100743669747,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.177587675607714,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.156407435788468,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.188581135486784,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.34277346275908,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.716468347939676,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.250372685724235,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",0.237458741624175,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.149313469529395,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.185975794943462,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.410452419445323,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.245051974298705,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.400762466072661,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.105791998639735,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.118894690413163,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.218652885196913,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.365083638780502,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.602885701050103,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.252798901337755,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",0.401819514402152,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.36820049095187,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.279941800534148,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.302530296299072,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.158402186840006,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.337643008876467,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",1.30128004990927,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.318239346395052,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.250883810063263,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.364083579035095,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.282397275550708,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.313546144066237,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.139734500729714,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.328076241758114,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.16436897688645,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.27766406512942,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.117972396822601,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",0.0633764883965021,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.319280024616584,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.305043550514976,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.217826895752175,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.424162386389201,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",1.03611060832865,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.335317531392526,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.166639431646958,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.0416299238159385,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.189808022865537,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.190392956413113,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.114595548312861,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.272908133085463,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.194012103799949,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.207686937251855,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.139812938058966,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.334258793359041,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.167808947140739,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.275991982476725,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.175637626903609,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.296795938133007,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.277964524086075,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.222123859102945,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.128037365433664,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.233646817670007,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.150581456407741,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.215055740234339,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.131529702058984,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.293401796607772,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.307911077410831,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.244112176442102,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.185573231595369,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.274540591304015,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.206626289990502,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.214499574665664,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.196486624875323,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.304044103719823,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.283646182336613,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.47462495885405,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.285695536062561,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.357027573417402,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.105814140974541,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.330007269288724,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.184772164700457,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.382865805453594,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.205375330258185,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.235002708649378,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",0.175826850117832,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.368944470156311,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.30285758308259,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.141209279008648,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.165447799036915,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.345231981882571,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.22900773234893,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.215836228753605,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",0.400778963988902,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.31056758084762,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.289879123813104,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.349002822306364,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.226970485254576,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.0890327548817187,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.246556993266562,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.323036239001114,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.119571467986255,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",0.110089098297831,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.165535278910978,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.18850927543651,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.284759234594705,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.445811914249133,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.349000277803365,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.127477272701448,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",0.175929627594796,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.43696778053595,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.3152527399326,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.32386186775217,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.246831555101761,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.0592041053380912,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.23603137130756,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.161048676994806,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.236706259796686,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.140157983721036,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.150581795408796,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.327049406391414,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.272798525793896,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.365934359669975,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.528414888182227,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.319897664261354,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",0.363517675682277,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.0125845906490472,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.192657986211357,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.222606652799853,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.217319051434796,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.324140458643722,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.144055375196336,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.279521382065131,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.324091510197853,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.391289637447565,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.461817483289817,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.267454288794562,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",0.304757776707545,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.0330628297787224,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.135476380356665,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.330537974705741,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",0.118134215294332,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",0.282071425414529,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.364636431531107,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.0220698085546808,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.157175346331242,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.319280576165761,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.178429205241219,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.264670294179489,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.22313465622765,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.380815389754484,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.215231907463596,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.325450800275577,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.169359944487923,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.325863092989657,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.196697508429845,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.376938197021879,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.271137784813685,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.449000690492082,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.291820815917574,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.17308896168023,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.162920264685326,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.326059460064425,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.401692222956619,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.279006736925423,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.154693578198788,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.27705960439513,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.1446815379844,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.219059717227539,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.182123677647751,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",0.625170909927271,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.237270151133735,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.333443595415085,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.179198724143756,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.358843504535989,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.119585237730569,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.168661948255478,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.251615516035016,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.098531071632271,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.123830761793938,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.232662941382929,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",1.4982239036759,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.464008801686795,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.310874075758426,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.396651379012796,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.132572250605224,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.336171452225331,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.312077065545229,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.266181847362805,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.145993873879957,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.267927676316528,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.162184171164673,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.22047001579718,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.189125116656351,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.322714929685072,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.226738543953259,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.225206884766319,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",0.474627881357557,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.26537335251953,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.175281977431896,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.185902262517771,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.20487736961025,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.264949737080319,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.209455712687121,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.619219138366812,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",0.645416857083561,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",0.134503061312747,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.475944290731767,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.23549458854605,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.402241785050258,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.596744569937898,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.122551385746922,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.495286713450977,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",0.391440705857934,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.350257628857964,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.322227984484883,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.287717770557884,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.259788055407205,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.46185698941215,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.500634541221864,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.50754342504244,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.242416160432941,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.400251063716256,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.488916946033713,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.317776160900594,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.193030158492364,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.373064183057216,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.777639289146261,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.312196905747682,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.167876359756397,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.314294124896848,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.219257883942341,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.259595330031576,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",0.124412150172928,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.151325075532174,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.3248788739194,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.381646082211346,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.24871944439854,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.383930612110905,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.213510904108331,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.224860707054925,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",0.273094556313147,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.520527894731432,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.0588296128634578,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.419021932881415,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.214615671559726,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.292713684829075,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.21445044717988,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.250137573458728,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.200406846849821,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.371006635154527,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.217888413121333,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.316548801032037,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.235501548902348,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.306205969095355,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.197001824051657,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.265047025481485,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.173212826726706,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.378359409665716,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.210125823137548,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.315685954305414,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.234963601048849,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.0407545083394278,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.231329158083534,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.315766545862631,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",0.373171861028351,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.299216515797514,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.175873906952485,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.266425470242832,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",0.312275832990365,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.390603301899374,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.217178602146569,9.98155367909283e-118,"1.33e-117"
"AM","Resident",0.173509438777278,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.193968327243041,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.392715574906585,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.0784441414167331,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.369172593421102,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.26744098570817,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.467663656631595,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",0.621994521853964,9.98155367909283e-118,"1.33e-117"
"AM","Resident",-0.422715483686473,9.86706930318095e-295,"3.95e-294"
"AM","Exhausted",-0.313553380476581,2.24076000414201e-06,"2.24e-06"
"AM","Cytotoxicity",-0.465975220839107,5.22838294834446e-197,"1.05e-196"
"AM","Co-stimulatory",-0.299195910401028,9.98155367909283e-118,"1.33e-117"
