"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,1.79220756343098,0.768,0.278,0,"0","NOP53"
0,1.44272926183176,0.948,0.459,0,"0","RPL5"
0,1.53289520634662,0.796,0.311,0,"0","RPS4Y1"
0,1.36203825877946,0.858,0.375,0,"0","BTF3"
0,1.00079682193068,0.975,0.493,0,"0","RPS24"
0,1.3239732019138,0.905,0.425,0,"0","TSC22D3"
0,1.12674331470484,0.997,0.521,0,"0","TMSB10"
0,1.39325086824352,0.803,0.328,0,"0","SAP18"
0,1.67276835518143,0.999,0.526,0,"0","RPS28"
0,1.26814162381783,0.773,0.305,0,"0","TRAC"
0,1.1920523557418,0.99,0.522,0,"0","H3F3B"
0,1.45659781507679,0.999,0.532,0,"0","RPL28"
0,1.7062115859898,1,0.533,0,"0","RPL10"
0,1.35840302819017,0.822,0.357,0,"0","TOMM7"
0,1.320602268397,0.804,0.341,0,"0","COX7C"
0,1.24800551443611,0.992,0.529,0,"0","PTMA"
0,1.12181965709885,0.863,0.4,0,"0","HNRNPA1"
0,1.24270886808929,0.82,0.358,0,"0","COX4I1"
0,0.980869931093338,0.916,0.456,0,"0","SRGN"
0,1.68836361444097,1,0.54,0,"0","RPLP1"
0,1.0220853626147,1,0.542,0,"0","TMSB4X"
0,1.0768672546645,0.807,0.35,0,"0","NFKBIA"
0,1.04455068116704,0.748,0.291,0,"0","CD3D"
0,1.13865888339454,0.816,0.36,0,"0","DYNLL1"
0,1.5340947476206,0.778,0.326,0,"0","EEF2"
0,1.05005805776359,0.832,0.381,0,"0","HSP90AB1"
0,1.28043965726996,0.834,0.383,0,"0","CD69"
0,1.19727514216798,0.781,0.332,0,"0","H2AFZ"
0,1.43744962716872,0.751,0.302,0,"0","SLC25A6"
0,1.27300485776335,0.814,0.366,0,"0","NPM1"
0,1.3658990037464,0.889,0.442,0,"0","ZFP36L2"
0,1.18869514418629,0.952,0.505,0,"0","BTG1"
0,1.43256109994548,0.748,0.303,0,"0","COMMD6"
0,1.36440293337796,0.759,0.325,0,"0","FXYD5"
0,1.62089597984228,1,0.573,0,"0","RPL41"
0,1.12553005100361,0.779,0.354,0,"0","ATP5MG"
0,1.63894140518955,0.998,0.574,0,"0","EEF1A1"
0,1.75961703962457,0.637,0.229,0,"0","LDHB"
0,2.66643970124715,0.515,0.116,0,"0","GPR183"
0,1.46840303040711,0.63,0.234,0,"0","RGCC"
0,1.19522165166561,0.66,0.264,0,"0","PPP1R15A"
0,0.932739500915779,0.962,0.578,0,"0","MT-ND2"
0,1.36843380177432,0.642,0.259,0,"0","UQCRB"
0,1.32668684467361,0.652,0.273,0,"0","ZFAS1"
0,1.37561964429575,0.655,0.28,0,"0","EIF3E"
0,1.66612246795888,0.556,0.196,0,"0","EIF4A3"
0,2.87969268297573,0.289,0.048,0,"0","CCR7"
7.79199231560457e-305,1.74186785557536,0.466,0.151,2.31476715719665e-300,"0","C6orf48"
1.54591455655849e-301,0.948636477939682,0.8,0.356,4.59244837316831e-297,"0","JUN"
2.19456341512555e-296,1.1440712833954,0.81,0.425,6.51938953731348e-292,"0","KLF6"
3.2650265249468e-289,1.2966311877074,0.703,0.341,9.69941429765944e-285,"0","SARAF"
