label,HLA-DQA2,HLA-DQA1,HLA-DRA,HLA-DPB1,HLA-DQB1,HLA-DRB1,HLA-DMA,HLA-DMB,HLA-DPA1,IFNG,IL2RG,CDT1,CDK1,SKA1,AURKB,SKA3,BIRC5,NDC80,MAD2L1,PRC1,CDCA8,KIF2C,CENPE,NUF2,KIF4A,KIF23,RACGAP1,RPL13,RPL18,RPS19,RPS12,RPL3,RPL19,RPL28,RPS9,RPS23,RPL5,RPS5,RPS6,RPLP1,RACK1,RPL7A,RPL8,RPS7,RPL4,RPLP0,RPL6,EEF1D,RPS2,EIF3D,RPS3A,PABPC1,RPL23,RPL12,RPS25,RPS8,RPL29,RPL10,RPS24,NOB1,NPM1,NOP53,NOA1,ZNHIT3,EEF2,EEF1A1,HSPB2,CRYAB,DNAJA4,HSPA1A,HSPA1B,PBK,FOXM1,MT1X,MT1E,MT2A,MT1M
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.66699066271474,265.8602427995792,399.7523940655533,482.241368290014,311.90293482326285,162.40759984447644,453.73592675622496,403.4201183268405,726.2346849767476,454.596485597746,466.3016576773521,562.6499726074419,767.034534364273,510.268588893018,580.4330142358062,612.4233828642144,490.2055167197565,703.8790363264933,-317.38691862599075,14.495493783403576,-85.60761895884411,-391.661876211946,-191.0165240300929,413.7488687505653,105.25970337252662,-421.4883232627208,132.71806946557842,198.58299223044511,-123.195213124351,123.92964096717051,6.085908564051596,311.3144831273128,-130.4066839680562,333.4683321253801,219.2961926021273,263.1285709611073,-273.43124993382685,75.30249238151899,268.8421234541904,-39.45064294221847,-565.0881328516067,-222.6234566295844,583.006411957483,304.64124550922304,217.8829397082261,-149.76057479843809,76.38281178338976,-34.557288679004266,-154.72987360711255,11.625451560773143,86.60237165687649,662.4064785151484,78.19175371595983,409.61670385171993,218.40612081267184,176.6662965677867,-282.8906483960062,-193.05263677708965,403.9696651670644,76.53120283655655,272.5992469335131,-65.48121969976688,505.59431465661584,258.4557259132557,-153.98878280279948,156.1389990208288,143.58682699813403,320.37201188937433
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0545572072422,178.09427053229038,229.00148054787252,245.06907393409745,305.76762415361003,351.25349607303644,331.20356140335315,459.79370411106544,407.4482122095415,314.23166179069693,413.2936078421914,384.2969931841386,391.3590404233776,135.14411769574397,305.2474410580862,-10.384232022153604,34.8199830092987,-23.115716717939765,401.4215688383205,46.49951231252077,287.9364333269492,79.56180572862947,-7.228047933398762,-34.653592015876754,326.29228809957146,348.58186329447983,-254.62100061532945,-62.24895321780539,82.14232527128254,8.70252130724089,174.85776203446645,-209.58276874068943,108.56160770627906,211.96046848812836,-558.9056991399457,121.52727382509316,-271.261061153413,185.7541010171225,291.58731165596527,338.3522953773981,113.2105137116292,282.5020153547522,-644.4123618876013,67.46318606269826,131.29345166692974,51.11125779824575,368.2490770747732,402.1062589683991,-58.33870610361923,-224.01062574690624,-191.34677153416683,-823.4325069716157,181.8272195424093,-558.7347297794607,325.7310982083276,169.53469614328267,522.6887619365683,299.6210514459825,34.86137338785018,276.6911242664418,339.6645938107478,70.62976905216034,300.21989215630725,364.7071937326597,113.61786636507183,130.17134427302847,208.0055388248449,78.68284805868186
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2386.658868655965,-3497.2172739296198,-1773.1321887980923,-6954.92680197792,-5100.956877211134,-3408.4712486276526,-2439.4077380676144,-1164.201190970466,6906.004409525807,-6306.661387362522,1444.7196110354275,-5458.040142051155,-4758.020510468589,-5500.409665110747,2905.623579806396,-7781.322912691005,-5959.52772732031,-6897.14257861303,7260.606686978295,13855.123108996786,3230.945712647975,-4748.454775814511,4008.290874638482,2451.7008560374607,6865.710408927655,4482.956038479822,-1775.846529080723,7524.612045485809,101.61718335890431,-5544.606602199604,1912.290678846587,7245.758093084846,731.1283426624988,18483.37758882974,5974.704777314972,2851.3923928351446,-5796.815759681842,-1937.8685407300904,12246.454499333626,8593.363856824544,989.8915219770169,6096.81369663204,-9021.698012867746,2026.0712930060463,5081.504318799839,10787.88849694521,8809.415949322332,6526.711250295504,2379.234334759009,-874.7842773298029,-4164.826249850323,-3855.4622949788895,11335.57791982553,-7698.8970178029695,-306.5111387200571,5436.990776037112,-866.3081044579518,13518.467840502946,21100.65122034209,-5190.755123093107,-1065.1884568396056,-162.9071176941433,7048.508486041215,-5276.63303818337,-2527.294894177592,21585.25630633318,45853.3829966724,7186.698291236388
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.1731859824413,1913.0852411009453,156.66285706632013,237.28890581932603,32.997422433205024,1099.505624141732,260.7400821640215,126.25957521219073,1009.9244100632152,-351.91886057578853,974.8377440148652,547.8670290732734,479.79384619718616,-234.4664124806792,1132.9767262644195,-468.5907640047841,-262.160487659029,-278.217094382942,967.9855370066628,1001.8567030133734,125.88377710608312,-292.2640697686777,-106.08605577546795,751.9832908122303,686.9605791488722,240.95717474732007,-296.980283584212,690.6580162034835,-525.7794079417913,-84.96674774694236,131.70164790925688,178.00753403733523,218.4206095833684,1014.6861156391228,236.88226193163035,529.1537793688112,-548.6854643148014,96.8185828484782,807.22535202578,687.300775007731,-195.1876072635092,653.7222478366881,47.17096662379182,189.72828728947997,775.9949141776401,535.8386610735193,604.8794004963274,708.3139539721252,-197.08054149865856,-139.35665438073227,-386.3913140694207,197.2965815599424,1092.5778268180748,-593.3804624079421,66.62479837087767,269.3821765465603,163.88683597833136,103.11955891226243,286.801561571678,-106.23900226969955,282.98372520779606,32.624458868509315,534.894066687075,11.58919728287054,-200.59009646336037,667.4297618677128,550.1404169494824,-51.84695234262784
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.09264359058164,240.46162542360344,508.9845772437418,292.03826626640364,241.14666224497432,462.8311379500358,448.6335503603785,502.5215409769345,424.2332112678242,-77.65039473176921,525.1144413936207,557.484814548805,542.2532143320409,253.1779891439835,414.046150505568,452.05242047011257,413.1693073956387,557.4892569673079,-48.495090688274736,170.80220444281082,-264.0945984325033,-369.2798952123111,-571.5526263385332,-574.2529888893882,60.05659166122744,-562.9978509739052,-1066.3905027341254,-1154.8441532714198,-827.1373542774567,-583.6303926235291,-2.940060157493163,-756.5189646886461,-120.74608613205962,189.0526120484292,-414.9564782664195,-381.6226460609943,191.41282303987933,58.02166911227545,169.77574500432635,-10.685943731785912,205.2186035002856,-773.9073137577748,226.45249278496544,-523.1147260660309,-742.7831081109092,-372.1653806758983,-702.2323727085192,-825.4736303984308,-1074.5183719137149,41.98691930585548,-1234.788576473926,-502.7286013044561,128.12583237745042,-272.84913496804427,-1489.010246721415,232.45880417603956,628.7082172840793,-768.5119520528226,103.085984296473,-284.5824571809497,411.5043690102006,291.3132472296867,167.15709279323357,575.9211641633133,283.4034465811569,257.33379625173245,247.5635055278719,312.8207065522447
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.4817097758197,-463.80155794054286,3154.126114476249,2975.732654906484,1502.6081852367404,1405.2238392012114,2763.3146731094344,3315.261290525488,1900.0135106199791,3565.008632637472,1351.332385508504,3188.255335716903,2071.96947041392,463.9727145694077,2693.48467730578,1497.2176063644945,1880.4086063556745,2224.134958461481,-482.6198652217344,-26.638243480184855,735.8280109845946,-265.0011818840103,-711.3585239902244,-948.956587184264,569.592211572475,199.7477451509842,-476.2728140441178,-450.2195969190728,1267.1668050159162,-541.1722618052643,-491.65098671042784,-404.57641604827216,-396.4731935078368,261.4424813534669,-761.7058803114788,-627.3592792928099,-9.343114153028337,-274.1975996172336,63.50230048759408,-140.3305171567477,5.505355812623936,-312.1729285701614,388.1887583893427,-790.8602352459395,-692.797354945233,-1050.5154872875037,-388.1421511362381,-353.8420029348843,-338.7939733113197,-198.65176427016152,-22.497639641994635,-66.45565727204075,-355.1815353667544,-487.00946451571536,1411.0182834984032,-592.6889301844376,-1539.3296402912545,-393.1298063329048,-146.59539768012752,278.8303669493925,-331.21857876393364,-498.2413520786913,3608.52714891465,2771.634558443314,-141.78294083248028,-325.57956926573934,211.2056734410097,-709.9092925921017
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-677.9018973416217,49.3116418170636,154.5250310662881,130.62490657220218,48.08339996826104,8.87442063991798,110.01469658188014,166.7881852228874,119.710972887278,212.2772047211469,68.88287506498426,301.55512568909745,265.07398671861444,300.7789493489786,327.1000606263858,170.3306648759219,277.9431781323372,329.9379316772301,-880.5852747814575,-683.9616877325849,-544.2270098950478,-497.9673647572927,-915.7829828675038,-70.97454677554097,-346.3817949696221,-782.0356835905304,-228.24727206330917,-383.0478094899621,-690.84120127234,-163.8174865494212,-408.7181158231328,-390.3036692623819,-1150.2139853904696,-56.52918015891373,-474.3408498278619,-254.56901514645784,-390.8496298346552,-116.3130807145683,-105.1019718000746,-563.3394317869461,-366.4656901000175,-525.3510349838386,388.4076500993989,-165.212270553696,-755.6897503886473,-432.8058985693087,-357.4409897546653,-364.3341167552948,-1021.5742496770806,-114.15831711241556,-449.1401865283454,236.496140689856,-956.232960547191,234.5789452363992,17.041702697709283,-199.92354197973228,643.6621726373755,271.48124545465373,347.25129062598944,66.44245945099631,85.61457802530981,-72.32303113609036,285.0786846546947,241.29381111891615,-1667.1340285734618,-138.4561612530315,-72.60903741863589,-30.920093734364023
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2242.618788988505,-1778.5473615118303,-2978.558902883129,-714.9486082423441,-2361.8539085531875,1142.622878604698,-1867.8039763051256,-2133.55701817936,-1581.930305999284,-1475.404878030227,8707.645580571414,-1617.0572589968144,-2693.1493832499145,-2444.052964923614,-2053.1627598718583,-3191.253992740013,7329.156486885171,-2532.1776166391182,5090.789933482919,1923.364617757532,3980.872068246097,427.2285181560172,5408.705993337954,4142.231050341818,3983.7259003044496,1899.1101517025272,142.3868750083609,3709.999745842903,-1014.0071938039256,-859.7538237179197,16726.718935371067,2060.6037156299,2358.290988513348,2175.1291527731,2117.0926831519346,14781.339282923607,8373.817348068824,2443.252047085131,2990.013369800539,4782.682933457278,8107.64401302934,4240.54440818115,-1196.7931342904758,3489.760030927901,3839.811846632365,5016.356043586464,2165.9237632586737,3421.7887850997886,-990.19932764808,4180.911411559315,1210.4063993253276,2384.955628928049,2208.5585549779007,-1887.9442535499363,1234.4185559192197,3348.836944820446,1570.574969693299,6364.0261803888525,-814.595340973972,10068.87992218658,1171.531835214366,-1362.4850911816932,99.94756125388515,-1979.5221232579547,-1134.573961086779,1352.2947638453431,-1469.4551516961506,8476.082607459632
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3515.423223500032,2832.2035989464657,1413.7193627487568,2883.322843604773,2386.2541673858677,1736.265109492572,499.20864963303984,1413.7364796054817,2936.6007850964493,362.8285217019193,729.5937821049584,1988.085563072968,1622.27388666487,267.5302674655241,1098.2613586596142,141.6329336073922,915.720128307113,483.3310800299495,234.96781354840604,-469.2123329746362,248.1652851751568,35.44373658221741,244.187011620836,864.2080971389933,75.7830003825871,-107.1654375459932,643.5340368418492,771.7195229569548,-163.69110409476937,-40.53385856261751,347.0200605919087,40.66219455606813,589.1145591297899,-451.1790097918715,684.6799284965341,-80.37844432680166,-241.9420095479558,188.37647583021385,-336.4584504522501,-105.59443862071556,176.76033618027603,265.91231482671714,-609.852241428752,414.27474713433287,444.546823573875,923.3341512224335,674.1164282833342,673.7962040350056,1020.8740609324234,2895.6932823770803,2.125687770662476,-170.86673906616866,-51.60858274960656,-123.36011472459856,1161.678927990513,-415.5733991277582,1153.4856949612715,373.2994696902751,-465.4225319031131,149.6413525178293,-508.7420052074369,-697.70686287957,-7.678810544402742,1166.1104470256128,-687.2317528323648,-500.46503022914175,-434.9091768591191,-736.5454550528964
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.95001988225831,145.63128185683243,314.2847577692765,214.2249255024779,160.45318083359146,279.1394818908784,160.52014499789152,75.48340751121893,299.63874241576394,20.96157731461557,224.1025245304696,156.70360154265236,348.79973019920106,108.86122878294796,308.3056412677821,235.22355654756552,159.37605205180125,321.16228280615024,118.88985128720606,193.05750008790085,90.97847516249838,-205.5928315265311,-6.642200521929047,316.2772616204199,128.77472976640223,-182.36821501969757,94.30194933059056,40.05359122419529,35.597043412788615,35.09899631491352,110.11123070591994,48.91571057959606,-45.89466711042848,-125.89140558773332,242.5720879676824,151.5784933649233,147.53014279070595,94.8605211104646,-80.30620522497365,93.88806041383955,420.2338110127389,-1.0861547818017376,-70.7400536793017,229.81233987961224,71.81877567891709,7.1471491897363775,79.2036511500435,40.37227710188285,-359.20935547609764,134.13076403836945,-193.3400295984036,246.35991370304265,206.0534650269576,110.0398677019763,-96.65481157151932,193.18116822776653,-491.2401092792456,-51.4189033748131,-406.0070084287574,-287.6974118493714,129.45510206451047,-42.45920099863313,38.50022143998605,197.8942785708542,-361.4227916767461,5.586771006632128,142.03200714608084,-457.1612704886812
